,lista
530,"""@monssev12: We, yo solo quiero que alito y lapizito me quieran, ¿Es mucho pedir?"" X2 @lapizito123"
531,@AlexiaPalacio me dan asco los higos o no sé qué y todo en general
532,Parti 3 roscas diferentes y en las 3 me salio el niño!! Algo estoy haciendo mal
533,"@Cbrrrx yo solo robo corazones, daysino, ni eso puedo robar"
534,@soyrosalet @SwarmApp Linda noche Ross extraño escuchar tu voz saludos desde Playas de Rosarito Baja California
535,Y está vez estaban bonitos los que trajo la rosca #VideoMTV2016 Abraham Mateo
536,Cuando la tormenta eres tu mismo.
537,@PammGonzaleez no mames ahora quedaré como pendejo porque no pude ir de nuevo
538,Alguna serie buena? No? Ninguna?
539,Cancún quiero volver a ti te extraño
540,Necesito una nueva mejor amiga xq mi mejor amiga está muy ocupada para mi
541,"@Manuellflorod Bienvenida (triste) realidad, andamos en las mismas, pero no hay de otra"
542,"Lo triste de las vacaciones, es cuando haces maletas para regresar a la rutina."
543,Ahora por floja me voy a dormir tarde
544,"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder"
545,@OlgaMatilde lo bueno que los años se están yendo muy rápido y pronto vendrá el siguiente invierno
546,@DonRul yo creo que esa es una mejor frase para una personalidad tan particular como la suya jejeje
547,Con este frio esta genial que pasen la pelicula del regalo prometido.. se siente como navidad pero sin tamales
548,Y aveces necesito alguien con quien platicar
549,@itsximenab ¡Ánimo! Que la vida valga la alegría y no la pena Dile a tu mamá que qué buena rosca hace
550,"Acabo de ver una película extrañamente buena! ""Un cadáver para sobrevivir"" véanla"
551,Por que no maquillo padre como mis primas de USA y por que no tengo su maquillaje hahahaha
552,No hay nada más triste que tener ya +500 en el casino y quedar en ceros
553,Es neta lo de los tacos?
554,"@MaRkIyO1992 Ja ja che Menso, en vez de sí me escribas diario para saber mi vida"
555,Me enoja que me den ganas de cagar cuando estoy bien cómodo acostado
556,En la clase de circo de hoy: cáigase de la pelota gigante y rómpase un diente
557,Ha eirado mi paquete sl200 chales hubiera aprovechado el mes gratis de la llamada que me pedía mis datos ayer tel 6141727708
558,@randeles Que buena foto! Felicidades
559,@AyD_ParaTi estoy registrado y no me llegan ni puedo pagar en linea ni nada dice que pagina en servicio
560,@pablogarabito tu muy bien ¡saludos! Q bonito mi nombre al aire @Planeta947 @alelaneta bonito día.
561,Buenos dias mundo twittero me duermo súper tarde y despierto súper temprano eso no es normal
562,"@ivonnemelgar tristemente cierto: Otra historia lamentable de política femenina fallida, muy buen articulo! Abrazo"
563,@Los40ec Que excelente tema #RockABYE también me gustaría escuchar: We don't talk anymore solo la mejor música en #los40 @BriannaPinosM
564,El sueño mas hermoso que he tenido. #nomequeriadespertar
565,Muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos
566,Mientras luchamos por separado nos vencen juntos
567,Me gustabas para ver películas y series acostados pero preferías a tus amigos
568,Y el lo sabe por que se lo dije....y tambien tenia puesto una camisa manga larga gris
569,Jamás me toca monito en la rosca. Quisiera ser relevante
570,"Yo: estoy tan sola Alguien: hola Yo: fuchi, déjame en paz."
571,@Vilhum taken with my iPhone. Quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss
572,Lo unico que van a hacer es que me vuelva mamona con todos como antes
573,@CauteSol22 ánimo acá en México será bienvenido! Saludos de un hincha de #CruzAzul
574,"Te extraño como nunca, y no te tengo como siempre."
575,@Diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. Es este fin que viene
576,@DanielaGGtz Siempre te daré lo mejor de mi.
577,"@priincesapurple si por favor aún no he podido comprarlo, o mejor me das un abrazo y así eso también ayuda ️ je."
578,Como cuando tu mamá quiere que te hagas pruebas de embarazo jajaja no estoy embarazada solo malita
579,@PauCalz @KarzCavallari @johnny26cesc me dolió hasta la conciencia pero sin suda lo haría unas 10 veces más jajaja
580,@priincesapurple si ya había regresado pero me volví a dormir moría de sueño
581,"Tengo mi lado lindo y mi lado culero, pero bien culero."
582,"Mi celular sabe que soy mexicano, escribí white y me lo corrigió por ejote"
583,Acabo de etiquetar a mi tía en una cosa. Soy más allá de mi propia tía. Soy la tía de las tías.
584,"Como cuando duermo de día y de noche ando bien pilas, esto es fantástico"
585,"#quierounanovia no gracias, soy homosexual."
586,"Mi sueño no es tan imposible, tan solo es viajar a Canadá yo sé que puedo lograrlo"
587,Quiero ser flaca y bonita
588,"@LuceroGama tu foto de perfil me trae recuerdos, extraño escucharte"
589,"Esta vez que tengo todo para ir , no estoy tan segura jajaj"
590,"@Fridaricky así como estas... Primero abajo, pero comiendo panochita suave, y luego atrás para dejarte la ir muy duro! Qué rico"
591,"Mames, hoy si me dio frío"
592,"@sapitomen de me ntojaban más unos de canasta. Jijiji háblame de tú, porfa"
593,Ser feliz no significa que todo es perfecto. ... Buen día a todos!
594,Pues empecé mi día con el pie derecho... metido en un monte de tierra por las reparaciones de las calles
595,@RociYAxel Feliz cumpleaños que la pases súper bien
596,¡HAZ EN GRANDE TUS PROPÓSITOS PARA ESTE AÑO! LAR Inmobiliaria les desea un feliz año 2017 #LARinmobiliaria
597,"y así, con tu gran ocico cerrado es como te ves más o menos bonita"
598,@RAMMS09 amigo como estas ? Buenos días perdón ayer me fui a dormir
599,"@David17519416 Pero no hicimos rolas por años, solo ligamos bandas y canciones en común Gracias por escuchar"
600,"@bucio_lesly acabo de ver algo similar y te juro que sentí bien feo, ojalá nunca tenga que verme en la necesidad"
601,En serio tengo muchas ganas de verte Te extraño demasiadoo..!
602,"@SoyTanNinaBien jaja, estás aburrida!? Mejor cuéntanos otro cuento"
603,"@_alineepa exacto, no va a pasar!! Pero cada quien puede y debe hacer su parte"
604,"@darkanhell son previsores, es por si algún día llega un auto por allá ok, no..."
605,Estoy comenzando la última temporada de HIMYM
606,@szerenata toda la suerte del mundo en tu nuevo proyecto /espacio / hora . Te quiero mucho amiga mía . #mty #orgullo
607,"@bayou7478 estoy igual. Quiero un maratón en marzo/abril y otro en octubre/noviembre. Si te enteras de nos buenos, por favor avisa."
608,"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k"
609,@Miamanta buenos días sam ya aquí estamos después de estar un poco enfermo pero ya vamos mejorando saludos y feliz año y bendiciones
610,Pinche equipo me ilusiona bien machín para este año @Cruz_Azul_FC
611,"@AlbertoMoolina sobres, yo llevo los juegos de azar. Tu completa lo demás"
612,Y la segunda en brillas más es Venus
613,"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso"
614,"#QueNoSePierdaLaCostumbre De Querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida"
615,@adriantr09 @ClubTiburones @PumasMX Ya rugiste León Ya estufas
616,"#EnEneroYo estaré más al pendiente de mi familia, mis fans y estaré al pendiente de sus mensajes pequeños amores"
617,"Aparentemente superados los efectos de la venganza de Moctezuma, cogemos camino a Chiapas ... porque mucha historia nunca es suficiente"
618,Tan sabroso que estaba durmiendo
619,@faustoponce @ivoox Ok. Gracias. Ten un buen día.
620,"Mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte"
621,@KoenmaJr20 probando nuevos Morning show! @ExaFM me aburre ya! Se ha vuelto demasiado tonto el programa! Extraño a @Cecidelacueva
622,Por lo regular lo primero que digo al despertarme es perdón me quede dormida o ya se me hizo tarde
623,Tal vez estoy pagando algún tipo de karma por no hacerle caso al carnicero de por mi trabajo… siempre me dice que me veo bonita
624,"@DhasiaWezka yo creo que seria muy bonito entrar a tu tw y ver ese ""Te sigue"""
625,@libertadzavala ¡Gracias por las flores! Ha sido gracias al esfuerzo de un gran equipo @annabrays @bikennia @ClaraVadillo @YazAPie y más
626,Buen día. No funciona el semáforo de Avenida Cultura @HermosilloGob Saludos
627,Tengo un buen de ganas de ir al cine pero soy tan flojo
628,Nota mental: no le quieras ayudar a alguien que no confía en ti. -La primer enseñanza de este año-
629,Adiós a la nueva planta de #Ford en #México
630,"@Filibrown jajajajajaja. De todos esos nomás rebozos merco, jajaja. Mi troca es tailandesa no la han traído a silao uu"
631,"@LilieMayen es en Marzo, ¿no? es que voy a ir con mi novia"
632,@pabloalboran eyyy regresa yaa!!! Tu @FamAlboranMex te espera
633,@correosdemexico está atascado el palacio de los deseos @L_ArellanoN #Ayñ #NoVanALlegarLosReyes
634,"Ya hasta me duele la cabeza. Mañana/tarde pesada, pesadísima en la oficina."
635,@nilomandeDior Hoy estuve viendo muchas fotos dell Escuadrón. Lo extraño
636,@marianaequi ¡Vientos! Va sanando bien chido. ¡Cuídate mucho esa manita!
637,Fue MEJOR que algunas personas se fueran para conocer a otras
638,"@EddGZ Neel, eso no me gusta, mejor tú y el día que sea, por la tarde, y busco adaptarme"
639,"@ivonnems28 ¿crees? Hahaha obvio si, todos toditos, de todas toditas las personas"
640,No sabía que el ser humano fuese capaz de producir tanto moco verde. Hasta ahora. #GanandoComoSiempre
641,@CristinaEnAlfa @alfa913fm Hola Cris Saludos desde Ahome Sinaloa rumbo a Tijuana en un autobús Elite Hermosa
642,@TarsisLugo si no te gusta ponle limón y azúcar así sabe más rica
643,La verdad hoy fue una noche bastante aburrida espero poder salir mañana
644,"En verdad necesito un celular nuevo, no lo quiero, lo necesito. se trababa hasta para respirar"
645,Esos taquitos al pastor me están destrozando el estomago peor que tus engaños
646,"Desvelado, cansado, cuasienfermo pero feliz. Vámonos al aeropuerto. Buenos días!"
647,Buenos días Pues vamos a empezar a darle a esto!!! Ahora va la mía Y q venga todo con mucha candela!
648,Ya no logré mi propósito de ser más puntual. Voy a tener que esperar hasta el 2018.
649,@ICVNL ustedes me puede ayudar a saber pq voy a pagar mas que en los anios anteriores
650,Ya extraño a mi mamá y todavia no me voy
651,Feliz día del periodista !! A mis conocidos amigos y gente que sigo y me sigue
652,"Que pinche chiste tiene estar ""medio alto"" si todos aquí están bien pigmeos"
653,MELCHOR GASPAR Y yo sin quincena
654,Eso de salir a las 8 de la escuela no va a estar chido
655,@GenariuxR Buenos y bonitos dias amiwoooooooooo
656,"Qué bonito que ""In to my Arms"" sea la segunda canción escuchada este día."
657,"@NayadeAbsal Huy ps así que chiste?, no seria tan divertida la vida"
658,@Jimmy_Jammes Vi que empezaste el año con empleo nuevo. Un gran abrazo. Un súper gusto conocerte. Éxito.
659,"Al esperar ese mensaje Se decide cual será mi siguiente paso en el destino!,, que nervios"
660,@MemoCalderonS feliz año tu! Tenía un rato de no saludar. Un abrazo
661,Mierda porque es tan difícil decidir en que casa vivir? Hay pros y contras en cada una
662,A veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada
663,"#MiPropositoEs Seguir siendo la mejor madre y la mejor periodista, cumplirles sus sueños a todos mis seguidores y ser mejor persona"
664,"#PierdoMuchoTiempoEn Hacerle caso a los chismes, críticas, malos comentarios hacia mi persona Es mi vida, no la de ustedes"
665,"#EsLaUltimaVezQueTeDigo Que lo que siento por ti, no lo siento por nadie más ¡ENTIÉNDELO CARAJO! Santiago Olavarría"
666,Mis pequeños Amores no me van a felicitar Hoy es el #DiaDelPeriodista Ya 10 años dedicándome al Periodismo y los que me faltan
667,#FelizMiercoles Mis Chamacos Queridos Dios me los bendiga y me los llene de todo su amor los quiero Besitos
668,"@adriantr09 @ClubTiburones @PumasMX Siempre he sido así Y pues siempre he cumplido y pagado apuestas, así que ya rugiste león"
669,"10 AÑOS DEDICÁNDOME AL PERIODISMO, Y LOS QUE ME FALTAN POR CUMPLIR 6 años en la F1 & UFC"
670,necesito nuevo dealer éste cuatri será difícil si no dejo mi vida en manos de la bendita drogadicción
671,Sabes que ya estás viejo cuando tus primos quieren ver pelis toda la noche y tu solo quieres dormir ya
672,Creo que no enseñan griego en el departamento de lenguas extranjeras
673,"@noelvalenzuelap we yo también me aventé una season de una seria así !! Va, llega temprano tengo ganas de verte"
674,"A esta hora Twitter esta lleno de gente sentimental, que no puede dormir y que se siente de la mierda que pasa aqui diablos"
675,"@DebnamFabray si, la verdad si fue feo"
676,Ya cayó la segunda parte del pavo cachetón
677,Estoy esperando aún el directo de @ZooEvolution @WillyrexYT @vegetta777
678,#Stop. Dios es bueno en todo tiempo
679,Jajajajaja ay que triste me siento
680,@szurita ya estuvo que el mexicano se quedó preso la Lic @ruizmassieu ya no es la mera! Mera ahora es Videgaray
681,"Hoy hace 4 años, grabamos mi primer sencillo. #UltimoAire Gracias a todos los que han estado conmigo siempre"
682,"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros"
683,Soñé que tenía una banda de Rock céltico.
684,"Jamás imaginé que estar incapacitada lo disfrutaría tanto, después de todo no me fue mal"
685,"#Gasolinazo tema para ubicar nuestra realidad nacional, hasta el jefe nos pide nuestro punto de vista #horasad"
686,mamá quiero ir a pp hoy ya no seas así
687,Como cuando la persona siempre está cansada para todo menos para salir con alguien más.
688,"@Sara_G2 jajajaja es súper buen pedo, te va a caer bien. Yo tampoco sé con quién me toca"
689,"Confieso que tengo una play list en Spotify que dice : «Canciones para Bangtan » , son canciones cursis y una que otra loca"
690,@darkomacedo seee eso está bien pinche triste
691,@Eudemonologia87 yo igual y ni así. Este año seré tipo marasalvatrucha para ver si así me traen algo.
692,@Pagano656 #NoaNoaStyle es uno de los mejores luchadores que ha llegado a @luchalibreaaa Yo tengo el gusto de seguirlo hace 4 años
693,Primer logro del año cumplido. Me agregaron al grupo de desayunos de mi trabajo #AquiEstaTuGordoBabyMyLove
694,@jenifersaucedo_ así es Pero somos mas personas honradas! Que se note
695,@puntoguionpunto ando bien porque nunca sentí nada. Pero estaban bien ricos porque tenían chispitas.
696,@GarzaaJr No es un bulto y nunca lo ha sido @GarzaaJr es un luchador Novato que ha madurado muchísimo desde que llegó a @luchalibreaaa
697,"@ErickCt_ nosotros estábamos muy feliz mente cazando pokemon, siguiendo nueStra ruta y tuvimos un encuentro desafortunado"
698,"Parada obligada en pits y al banco.. Rumbo a Pueblo frío.. Hay q ir por la patrona, se acabaron las vacaciones"
699,No me parece justo que ya sea 6 y yo no haya comido ni un poco de rosca
700,Cuándo se termine este contrato empezaré a buscar un nuevo depa y un gatito.
701,@ChulasDeJA @julionalvarez @EEnrique_F @NoticiasJulion hermosa nosotros somos una estacion de musica tropical
702,@andreaamena es que si te pasas de guapa andy
703,"@JenniferDuquee Hahaha, si está rico, nadamas le falta presentación."
704,"La peor noche, no se como pude dormir así de enferma"
705,Me quede vestida y alborotada.
706,Amo las mujeres que manejan estándar
707,"@JcAgmty es posible que baje la gasolina, los impuestos, el dolar y la canasta?plis jajaja"
708,Que oso que soy tan chillona y no me puedo callar y el sr de al lado en el avión nomás no me abraza
709,@mabonitatuya1 @Samemo11 Huy qué rico! Se ve que si te exitabas jeje
710,Si te encontrará tras cien años encontraré tus ojos negros entre millones de ojos negros
711,"Despidiendo a Pau en el aeropuerto. Ya se va a Monterrey, Nuevo León."
712,"No me gusta mi nuevo lugar, estoy con chavos de FCA pero extraño a mi departamento T.T"
713,@ajuangorena igual que yo jajaja ya mero
714,Que triste que Guadalajara está igual de contaminado que Mty
715,@LezlyCarolinaM que bonito cuando tienes novio jajajajaja
716,"Viendo ""Bichos"" y pensar que es todo lo que pasa en el país a pequeña escala"
717,@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad Espero que puedan reprogramarlo muy pronto
718,Los Reyes magos me trajeron una cruda que
719,@PPTeamKaren cuando hacen un helado galáctico
720,Yo esperaba encontrar un boleto para ir al partido de mis Spurs vs Suns en la CDMX de bajo de mi arbolito
721,Estoy muy triste porque antes me llenaba con 2 pedazos de pizza y ahora con uno
722,Puta gente naca por su culpa ya no me dejo mi mamá ir a partir rosca con mis amigos pónganse a trabajar
723,"Tengo a un AMIGO que canta desafinadamente feliz, pero así lo quiero."
724,@introvertchola @Rubestia @nuuzga que malos y yo ? yo tambien fui al carlssssssssss  #bitches
725,@mayteaguirre ¡Cero! Lo que te haga feliz o te de tranquilidad está súper bien.
726,"@olivanoticias ahí no van, por que no les gusta el sabor del jamón serrano"
727,@luisitorey #LuisitoReyMago pon dinámicas más difíciles en esta dinámica no se ven todos los comentarios
728,"@Mariazelzel Tengo un mal presentimiento, Ojalá me equivoque, pero el equipo se debilitó."
729,Alguien quiere hablar conmigo por ft de audio ?? estoy en la escuela ya acabe todo y estoy muuuuuy aburrida
730,"@Diablin13 Sigue pendiente de nuestras redes, estaremos regalando boletos para la premiere."
731,A Certain Romance tiene una de mis frases favoritas!!!! Gracias @rominapons por esa #Rolota #ViernesConRomina
732,Lo malo de ser flaco es que no puedo ir todos los días al gym.
733,#TotalmentePayaso @Psychooriginal uno de los mejores luchadores técnicos que he conocido Espero que salgas triunfador este año
734,El #NoaNoaStyle Es lo mejor que ha llegado a @luchalibreaaa @Pagano656 Enhorabuena #SinPayasoNoHayFiesta #ArrePapá
735,@BearJhony Te portaste mal... que bueno ve por tus propios regalos y a tu gusto
736,wawwwww siempre encuentro la modelo perfecta amo mi pasion de diseñar #javiercarbajaldiseñador #cdmx #atelierjaviercarbajal
737,No hay nada más triste que terminas todas las temporadas de tu serie
738,"@lajosa La tradicional #RoscaDeReyes de #BisquetsObregón tiene un gran sabor, visita tu unidad favorita. ¡Te esperamos!"
739,"Cuando dices vida yo estaré contigo, tomas de mi mano y por dentro lloro aunque sea mentira me haces sentir viva"
740,"Btw me voy despertando, hola"
741,"-Mi amor, ¿me veo gorda con este vestido? -A ver, rueda un poquito a la izquierda. -"
742,"Perdí todos mis contactos del cel Si me tienes guardada, mándame un whatsapp con tu nombre para guardarte, please"
743,Nadie sabía que los peluche no son peluche son Pérez luche
744,"@Gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas"
745,"Es como si ya me hubiera ido a vivir sola,"
746,En .@TlahuacRenace partiendo la rosca de #DíaDeReyes y al estilo del pasito perrón a los que les toco el muñeco .#PasitoPerrónChallenge
747,Un saqueador más es denunciado en redes sociales... @ Monumento a…
748,"Amigues, estoy muy preocupada: La carretera sigue cerrada, no hay gasolina y los alimentos en mercados se están agotando"
749,Que no se pierda la costumbre de dar los buenos días contra la pared.
750,Que triste ver todas las fotos de cuando fuimos amigas
751,"""Mateo, estate quieto"" sólo era 1 segundo, sólo 1 #NoQueriaFoto #FelizDia…"
752,"No existen palabras para esta triste noticia. D.E.P Jose Ruben Molina, te extrañare mucho campeón, tenlo por seguro."
753,como cuando no te puedes registrar en el #VansCustomCulture porque vives en méxico
754,"El juego de GrumpyCat es demasiado adictivo, no lo soporto"
755,@SancadillaNorte @TigresOficial chale...en mi trabajo si falto tres días seguidos me corren...
756,te levantas emocionado por ser dia de reyes pero recuerdas que ya estas grande #felizdiadereyes #Eanz
757,@telediariomty @multimediostv kiero ke me regalen una rosca xfa para kompartir en familia No tengo cel para llamar y pedirla xeso escrib
758,Me estaba comiendo unos pastes bien ricos pero de pronto pusieron canciones bien deprimentes y pues así no se puede
759,Ultimo Día De Vacaciones Ya El Lunes A La Escuela Noooo!
760,@anuarrieta Ah ya si también la vi y si no sale mucho pero luce guapísimo.
761,La biblioteca está cerrada y tengo que estar en el sol
762,@Juan_S_Alba @Luisitno Buen Día Para el APERTURA 2017 QUE?
763,"Es neta que bye refrescos, bye harina y bye antojitos de chucherías"
764,Esperamos que disfrutes de este día con tus seres queridos #DíaDeReyes #DeliciaObelie
765,La seño que venía leyendo mis tweets me dijo que los leyó sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior
766,Que horrible es querer dormir y que tu perrita no deje de roncar
767,Me muero por ya comprar otro celular
768,"Ya estoy muy abrigada sentada en la sala, para salirme de la casa y nada que pasan por mi"
769,Estoy haciendo chocolate abuelita y pura madre que les voy a dar
770,"Creo que la sinceridad es importante, pero practicarla es lo principal y más si se promete!"
771,"@She_RA_H @DarinaSilver ya me habían hecho pixie y me quedan chidos, pero tengo mucho pelo y quise recortarlo más. Mi error"
772,Primer día de trabajo y estoy que me muero de enferma alv
773,"@aikonmx ay, poes qué delicado nosierto."
774,no sé qué tipo de señal universitaria es esta!!!
775,Lo bueno: Ya voy de regreso y nos podremos ver. Lo malo: No me contesta los mensajes.
776,@szerenata Lo haría pero mi música es muy fea para tu programa tan bonito
777,"@ALMA13 ha sucedido que familiares cobran por el pensionista y les roban. Incluso hay denuncias al respecto, cuidemos a los pensionistas"
778,"@raticorns Genial!, pero yo decia del pais que mas te ve El aceite de coco creo q no es tan facil de conseguir"
779,"@hijodeletras @megustaleermex Mil gracias por el libro, desde cuando le tenía puesto el ojo"
780,"@maveldiaz Jaja, sí, lo haré. En la tarde noche voy a tener la entrada lista"
781,"En serio si van a manifestarse Estamos en todo el derecho pero esto ya es un desmadre, en serio no mamen"
782,"Gastar, malechor y basaltar son mas apropiados jajaj"
783,@AbieeFlores si neta todos cerraron en chinguisima
784,Estoy nerviosa y tengo miedo
785,@ElOsoCarpinter Igualmente ayer vi queriendo saquear el bbva y no habia nada ajjaja
786,Jamás he sido muy romántica... Pero necesito tus abrazos y besos de práctica
787,"@bbzote sí, pero nada. Creo que es por vivir en la última calle ya les dio flojera"
788,"@paulinapaf a ustedes por ver lo que publico es mi oficio , mi trabajo #periodismo"
789,Es un día muy bonito como para que este llamando al banco todo el rato
790,"@atlgarza Gracias por tu Rt, fui de las primeras 5 vistas, te amo Garza"
791,Mañana Juegan Y Ganan Mis @PumasMX Venga Universidad Por los 3 primeros puntos
792,"@JuliahdeVince tu ser muy buena maifren, no hay nada que me ponga bien por ahora pero gracias por preocuparte por mí."
793,"@mrous_ @carolgvivas La belleza de Tigres presente en todas partes Saludos, chicas!"
794,Queridos reyes magos: yo sigo esperando lo que pedí
795,#EsteFinTengoGanasDe Cocinar una rica pasta casera de espinacas con queso
796,@iMrDramas ni un cuerno retorcido como me decían antes
797,No está chido empezar el año con lesión de tobillo
798,@LuzioUV porque son las fiestas patronales.
799,"Sad music y mucho trabajo, ya que es buena combinación"
800,La ansiedad que me da cuando no puedo dormir es de las peores cosas que he eerimentado
801,Ando bien adolorido de mi espalda
802,@RULSOTO @Siempre889 mi caja registradora de barbie la disfrute al maximo ! y el que nunca llego fue el beatle rosa de barbie
803,@edwardchdz @GalMty discúlpame! Apenas vi! No todo estaba abierto y normal
804,@salvadorop no existió recalentado de Año Nuevo por qué ni cena hubo.
805,"Y pues... mis reyes ahora se distribuyen a lo largo del año Mis iPhones, mi Apple Watch, mis Beats... ️️"
806,Aún me parece mentira imaginándote que vuelves a pasarte por qué
807,#felizdiadereyes cuál feliz si no me trajeron nada
808,De vdd tengo mucho sueño! Ya estoy viejito
809,@heyGuero no te trajeron uno los reyes u.u oie k feos
810,Van dos días que sueño con el vato no es justo porque de ante mano sé que no va a pasar NI MADRES.
811,@1maaariii1 ¿Te imaginas que ya saquearon todos los centros comerciales? y en donde vivo ay balazos..
812,@1maaariii1 Puebla es un caos aiudame
813,¿Ya ven porque les dije que no hagan un examen del que no están seguros de hacer? No aprobé mi ceneval chales.
814,@SamanthaSarahy muchas felicidades! Pásala genial abrazo! 🥇
815,@BarbAdicto que feo tener que soportarlo por miedo a estar sólo
816,Estoy malita de la gripa
817,"@ATTMxAyuda hola buenos días ya envié por DM la información que me pidieron, gracias"
818,quiero organizar un buen de cosas cuando ya solo me queda una semana de vacaciones
819,#LosLunesDebenSer sagrados y trabajar hasta el martes
820,"@Mayra_Zepeda @nayaroldan y se ven bien ricos Gracias, May."
821,"@MiBiciPublica Hola! la estación GDL - 111 tiene 2 puertos que no sirven, y los demás siempre están llenos a esta hora."
822,"@sabinohernandez #ideamillonaria, no creo que sea tan difícil. Aunque seguro te piden la contraseña, y así no se stalkea a gusto"
823,"@Sofiabubble sí para las propias, pero para andar hurgando en las cuentas de otros?"
824,Super triste que mi amorcito ya este en Pachuca.
825,@JhosselinOlan Jajaja mismo edificio pero diferentes pasillos
826,@soyalannavarro Buenas noches Risitas ...Sueña Bonito...!
827,@sofia_garciarmz La neta si esta bien feo entrar a las 7
828,@elbajimenez9 o solo simple mente m ignoras
829,De que sirve que me los trage si tengo panza de embarazada. #horasad
830,"Amo mi carrera,pero aun no es fácil aguantar las decepciones que tengo que pasar antes de un ""si"""
831,"Yastas! Aunque me anda fallando pero es buena idea, tu dirás! @RulitoHD"
832,@Soymarioruiz a mi se me acabaron desde la semana pasada
833,"No puedo estar sentada mucho tiempo, ni de pie, ni nada"
834,"Otsss uno se siente igual, lo peor es que realmente tuvo la culpa este pobre hombre"
835,"Amigos, neta muy neta, hay una probabilidad de irme pa la CDMX, alcen las manos y pídanle a Diosito"
836,"@Tribuna_I Si, pero yo lo veo otros 6 meses más en Pachuca, tiene calidad el Muchacho Y ayer demostró que si está listo"
837,#TeníamosTodoPero EPN iba a ser el mejor presidente... Pero se chingo la rodilla...
838,"Le fuí infiel a ""Don Escojale"", en verdad no lo vuelvo hacer"
839,En segundo dia de Servicio #FelizMartes
840,"@ChumelTorres ya cabrón! Sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconChumel"
841,Porque no soy una persona normal que le guste platicar con personas por whatsaap me conflictua esooo xq xq xq
842,"Extraño los tacos de ""El vaquero"""
843,"Me atropellaron, y me duele mucho mi pierna Estoy bien pinche salado VV"
844,Lo único que necesito para ser feliz es dinero.
845,"Tenía toda la intención de ir al gym, pero termine en los tacos pannin"
846,"@Jimena_Quijano terribles, pero ni pedo yo el jueves iré a cambiarlas"
847,Me llenas de notificaciones @Sergecast Jajaja #LasChichisDeFichis
848,no puedo creer que hace unos años era muy feliz
849,@aleteknicolor no te ereses tan feo de @alain_rincon
850,"@Netgakure Se Ve Bie, Pero Noup! No se Tan Solo no lo veo Muy ""Natural"""
851,@Kev_Rogers mándale fueguito a @abeftlouis está muy enferma
852,Con pie derecho el inicio del año laboral #ILoveMyWork
853,Es culera pero así la quiero
854,"Samantha dice de broma que nací castigada,pero a mi me parece muy real"
855,K desesperante es hablar con alguien que tarda mucho en contestar
856,kali uchis va a estar en bahidorá
857,"Me da culo caminar de noche por anahuac city, ni pedo, gym time"
858,"No, pero más bonito es volverlos a ver y saber que se alegran por mi regreso."
859,"@_fer_alonso Sí, el depósito del envío internacional es después ya que se necesita dividir entre todas las que pidieron el proyecto"
860,"5 días seguidos y no me sale ninguna idea buena en el estudio, adiós producción musical, hola batería de nuevo"
861,@DarioZapata_14 jajajajaja neta que si es justo y necesario
862,"@GomezXelhuantzi jajaja, chalé, te extraño tanto que voy a enloquecer ya ven a verme"
863,Puta madre lo que me faltaba enfermarme #QuieroLlorar
864,"Odio ver a las parejitas abrazadas o besándose , pura envidia"
865,Como poder ser feliz con esa persona q amas
866,"Yo si estaba esperando la ""posada del año"""
867,Escuché que se movía el traste de mi perrita muerta
868,"@Juan_S_Alba No,No,No! No sabe de Fútbol El mejor equipo es el Barcelona JAJAJAJAJAJAJA"
869,Tengo mil años que no veo a mi mejor amigo
870,No garganta estate quieta no quiero enfermarme
871,"@Juan_S_Alba Lo sé Pero pues bueno Lo que importa es que ya me dicen ""SUEGRA"" jajajajajajaj"
872,yo sólo necesito a un amigo que hable chido inglés para poder practicar con el
873,@RKARTISTA justo cuando tengo mega estrés par estar estudian y haciendo tarea
874,@toxickore según la Wikipedia un licor es destilado. Un vino de malta ahí si te la creo
875,Es re triste esto de compartir gusto con alguien que fue importante para bc todo me lo recuerda a esa persona
876,#SiempreTePediré Un abrazo y un beso de buenas Noches
877,"@__walter__ @norisolis haha. A mi también se me rompió el pantalón, pero de adelante, super incomodo"
878,#SiempreTePediré Que te quedes conmigo y que sigamos siendo la familia que somos
879,"@pochiitto por qué no, puedes hacer una alterna."
880,Mi iPad estuvo 5 días abandonada en mi carro
881,Extraño los chilaquiles de la FCC
882,Aquí todo tranquilo y allá quien sabe
