|Content|Sentiment
615|@welcometofridda jajajaja ya en serio me haces falta|N
616|@Adri_hdezv Bby muy duro la verdad|N
617|@AndreaVasRo @vulturgryphus Otra decepción... (me estoy haciendo la víctima dramática, obvio)|N
618|@MaryMatamoros Éxitos y buena vibra en el recital!|P
619|Que pecadito la gente afectada por las inundaciones|N
620|tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.|N
621|@titabobra exacto, qué colera me da eso|N
622|Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir|P
623|No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.|N
624|Lamentable lo de Badilla... un sentido pesame para sus hijas que se quedan sin papá|N
625|"Oído en McDonalds ""el mejor mannequin challenge que he visto hasta ahora es el que ha venido haciendo este gobierno desde hace dos años"""|N
626|Maldita lluvia me mata mi negocio. Así nadie quiere bañar ni sacar a los perros.|N
627|Veo que sí la depresión tropical se convierte en huracán se llamará Otto. Que comience el MemeFest!|N
628|Hola, @latrwn1. En este momento no lo tenemos, pero como siempre: queda encargado para el próximo pedido|NONE
629|El tren cada media hora es un mito urbano, no ha pasado el de las 9|NONE
630|Lamentable informan que murió Gabriel Badilla. #RIPGladiador|N
631|Yo sí lo sentí y me lleva puta|N
632|Hola, soy Sole, el sismógrafo humano|NONE
633|@ushcala que bueno, claro que si, envíame tu dirección de correo por DM|NONE
634|@AnDiGu Hola, me dijo que estaba bien, fuertes aguaceros y mucho viento pero todo bajo control. Gracias por preguntar|P
635|@moboza pavas igual y no nos.dejaron irnos a la casa|N
636|@rafa514x excelente, estamos muy atentos a tus comentarios|P
637|@_AlejandroDP no estoy en la zona roja|NONE
638|Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola|N
639|@ekallestad qué bien suena una nórdica hablando en argento|P
640|En Heredia ese temblor se sintió leve pero horrible|N
641|Quiero una caldosa y un granizado.|NONE
642|Uri por cobarde se fue en la colada. #moisesylos10mandamientos|N
643|@Erito0513 Shi, pero como el año pasado no jajaja ah creo que no fuiste|NONE
644|Otro terremoto y otra alerta de Tsunami para Japón.|N
645|desde hoy en la pura mañanita no veo a mi papá|N
646|@valegarrou jaja es lo menos que hago por dicha pero si paso pegado a FB|NONE
647|Exijo un beso como el de Carl y Enid, que lindoooooo. Wtf #twd|P
648|Los anuncios de TV de posgrados de mi alma mater son tan malos.|N
649|@anamablaba buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien|NEU
650|@emacavi @ViuditaCR como dijo ud Algo Similar entonces.|NONE
651|Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha|P
652|Que se hace cuando mi mamá tiene facebook, y no me da pelota por estar metida en el celular.|N
653|@zeroanima tómese de algo de una vez y listo|NONE
654|@valealfaroq Yo ando en las mismas, pero no tanto dolor sino inflamación y parezco embarazada. ¡Qué horror!|N
655|En enero la ropa está más barata por si no sabían|NONE
656|Que triste todo este cierre de año para mi 🇨🇷 linda|N
657|@mishafantana si obvio eso es lo importante, gracias por preguntar|P
658|En mi pueblo anda una patrulla de @fuerzapublicaCR recolectando alimentos no perecederos. En mi casa ya donamos #CostaRicaUnida|P
659|@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más|N
660|@meLiKosha @sputnk no vi esto igual no podía hacer mucho|N
661|@Maluavi @edmed82 @figuerescr invitadísimo a hacer las cosas diferente, hay que involucrarse y dar espacios a la mejor gente.|NONE
662|@massiel_ml amiga siiii y la pobresa extrema sigue|NONE
663|Yo ya estoy con gripe y ni me he mojado|NONE
664|@andynuinsa @NachoSantos7 me dejo congelado. Por algo es el amo de los ratings!!!|P
665|@NeneAlfaroB Amén! En serio hay q hacerlo|NONE
666|Mis anteojos están demasiado flojos y eso que tienen meses de comprados|N
667|Yo solo estoy pensando en proteger a mis gatos y a la perrita|NONE
668|Segundo cuarto y Golden ya lleva 73 puntos|P
669|@KimSalas21 La vida conspira en contra de uno, que injusto jaja.|N
670|En Curridabat muy calmado, ni una gota de agua y hasta caliente está 20°v... #nomegusta|N
671|@car_hidalgo lo hacen a diario. Hoy es más palpable por la emergencia. ️|NONE
672|@vesamo13 ok, vea el lado positivo, tiene un motivo para hacerle drama el resto de si vida.|P
673|"@gaby_mata25 La voz sepsi que debe tener Que dicha Gaby! Ya el lunes regresará ""con toda la pata"""|P
674|Esta va a ser la noche más larga para muchos|N
675|@conoche repollo Ud últimamente como que muy amargo|N
676|@tvnnoticias No para esa hora. Es devastador el efecto de #OttoCR en mi país en realidad|N
677|@GLOri_177 Gloria, ¿en serio? Es muy probable, qué triste.|N
678|Hoy puede ser el penúltimo capítulo de Ragnar Lothbrok|NONE
679|Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda|N
680|@WancitoCubero @ericsolanog Me uno a la triste historia de no vacas|N
681|Que chiva pasar debajo del puente de la platina, siempre he querido ...es en serio.|P
682|¡¡EL PUEBLO MÁS BONITO DE ESPAÑA 2016!! Enhorabuena @viniegradeabajo Sólo Rioja, sólo bueno|P
683|@Bejardo ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta|NEU
684|Estoy solita en la oficina... pondré mis vídeos de cosas paranormales sin audífonos|NONE
685|@gat1tu sólo viste feo... Lo demás todo ok|NEU
686|Ayer inicie con mi proyecto de hacerme mi propia huerta|NONE
687|Que dicha que hay trabajo y salud y vacaciones también|P
688|@joharoversi ja ja pero está precioso el condenado.|P
689|Juegos de pólvora y mi perrito asustado|N
690|@_Star_Vader tanto libro chiva que hay Y buen punto... Comida entonces|P
691|@Chamo_A_ la hijueputa tela se me salió. yo quería volver a quedar acostada.|N
692|Estoy así de no salir hoy.|N
693|Vamos a pasar año nuevo a la playa No? Bueno|NONE
694|Extraño todo de Belén Es tan chiva...|NEU
695|Y nos vamos encontrando a un ex en el hotel...|NONE
696|Mi hermano y yo convertimos el comedor principal en un café internet|NONE
697|@edgumaco me acuerdo de la clínica Norza, el Peri, las casas en lotes llobet dañadas|NONE
698|Todavía no me he comido un maldito tamal|N
699|@oviedo_6 yo personalmente lo bloquearía inmediatamente pero al final yo no soy una belleza so|NEU
700|Hoy tuve mi primera premier y fue un éxito|P
701|@Jefersonserrano @luisricardo_28 @danielugalde07 @Stedich7 nombres yo llego hasta las 10:30 sábado a las 7 AM mejor jajaja|NONE
702|@vale24_12 siempre es bueno la opinión de un playo|P
703|Soy el ser más distraído del mundo|N
704|ojala que te de un bloqueo mas grande que el de mi cel|N
705|Toda mi familia va a estar dormida en mi graduación|N
706|Espero que mi jefe me de mañana libre|P
707|@Ka_Arroyo_ jajaja yo nunca spoileo, eso lo odio pero le recomiendo no meterse a Tw mañana|P
708|@hippielandsoul Yo defendía un poquito el 2016, ya no.|N
709|@valeriazumbado Esto es lo más triste :! Pero espero que el 24 sí|N
710|@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace|P
711|@vrandrd bueno igual la veré porque el protagonista es muy guapo|P
712|Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta|NEU
713|Llevaba tiempo de no estar tan quemada|N
714|@germangn09 pero igual es feo, horrible, espantoso|N
715|@LisethBriceno rajado que si, lo voy a extrañar un poquito|N
716|Buen día @Dr_ivrecagu muchas gracias por su comentario, es un gusto servirle.|P
717|Sería la mejor compañía para Marce y Osquitar  Bueno y yo|P
718|@HenAubSol17 yo estoy igual... Hoy pequé feo|N
719|Feliz terminé cuatri fue un éxito . Ahora sueño con algo grande|P
720|@ReinerJosueUH que raro, el mío si es real|NEU
721|Mis lunes no volverán a ser iguales @Luis_GadeaA|NONE
722|@victorA_perez Ah bueno, gracias por estar taaaan pendiente de nosotros|P
723|Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer|N
724|@Leiva89 lo puse y ví la INT de Manning. Está empezando igual|NONE
725|@conejoceni01 dígame que no es caro porque ya estoy bien pobre|NONE
726|Amo la nueva canción de Sofía Reyes|P
727|Ya no me quiero mover Estúpidos aeropuertos.|N
728|La próxima vez que vaya a un bar hasta me sirvo yo solo.|NONE
729|Me corte el pelo y me siento demasiado pelona|N
730|mañana tengo el día libre y no tengo nada más que hacer que dormir|P
731|Cada vez que veo a esa muchacha está más guapa|P
732|@Lalusa @moboza @Andrey_Amador errar es d humanos. no debe d pasar a más.|P
733|@charlie10cr seguro las productoras estaban centradas en traer los de siempre|N
734|Tener grandes eectativas a futuro, eso es vida|P
735|@ignaciosolisw ya yo voy de vuelta, pero le dejé la pampa lindísima|P
736|Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.|P
737|Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio|P
738|@KaroRC4 hay unos que son casi misión imposible pero está super lindo|P
739|@cotarola Te mando un abrazo. Vienen días duros, pero se superan eventualmente|P
740|No me arrepiento de nada ah Ojalá tuviera dinero infinito|NEU
741|Cuando queres comprar muchas cosas pero eres pobre|N
742|Lo extraño demasiado! 5 días es demasiado para mí|N
743|@zeroanima Esto me hizo feliz pero aun mas triste por no poder teletrabajar|N
744|@cmfluisangel ...Misionero ideal, Oh Claret! ...109 beatos nuevos|P
745|Mañana que entonces? -Yo buscando donde pasar navidad por que me dejaron solo|NONE
746|Me da tanta playada tener que ponerle el cono de nuevo a whiska|N
747|Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo|NONE
748|Qué rico el silencio de mi cuarto|P
749|Desayuno guanacasteco Hoy es Nochebuena, hoy damos vueltita por Nicoya|P
750|Pensé hacer algo con Belén y machu, pero de nuevo me dejaron sola|N
751|Feliz navidad, feliz navidad, feliz navidad y feliz navidad|P
752|@__el_Negro ah mae que duro eso en este día|N
753|@Chelo1478 porque si digo que quiero mamón chino me dicen una vulgaridad|N
754|@gaby_mata25 @LuisEs22 Fue la última vez que fuimos al cine|NONE
755|@moriuper hola! No, ya no hay más sur|NONE
756|@KimberlyReyesC4 Como te digo, come maaaas y en mi casa sólo estamos mamá y yo|NEU
757|@Jey_Gut Aun no tenemos fechas definidas, pero te avisamos apenas sepamos|NONE
758|@msalgadocr de fijoooo. Y luego juntos olvidamos que fuimos a Palmares|NEU
759|@eebenitez_ Jajaja es muy triste esto, pero ya hoy consigo otro|P
760|Mami se acaba de ir y ya la extraño|N
761|@JuanamartinezH Seguirme es lo único que tienes que hacer.|NONE
762|Ayer lloré viendo a @AlexBadilla en el snap que playada|N
763|@CNCOmusic reggaeton lento la canción del fin de año|NONE
764|@BrujaMalvada_ no tengo en la casa apenas entre, te mando uno así jaja|NEU
765|@argmau deben ser mejores las que no me hacen menchon|P
766|Estoy viendo #Bridegroom en Netflix y me tiene de un puro moco, véanla!|P
767|Ser productora radiofónica es lo mejor de la vida|P
768|@nubecina @grassengel pero no están en el cantón central de SJO|NONE
769|Si ocupan gente para una mejenga yo estoy disponible|NONE
770|@jatenas @Amareto Abrazote enorme!! Sos un éxito!|P
771|@Jovel_Alvarez no sé si a todos les funcione pero ¡nosotros sí que lo vemos cumplido!|P
772|Quiero como tener carro para hacer todo rápido|NEU
773|Tristeza más hp me da siempre en año nuevo|N
774|no encuentro ninguna buena serie en NF.|N
775|@Alphasniper97 Alpha suerte y ten un feliz año 2017|P
776|@sancarlena77 @miguelpintor05 @demalaspalabras sip, te entendí por tu tuit anterior|NONE
